ra,dec,mag,proper
12.459754,55.712724,5.68,
12.467331,-50.230635,3.91,
12.472908,-39.041172,5.45,
12.481863,25.912852,5.29,
12.490845,24.108925,5.47,
12.495344,20.896109,5.68,
12.497739,-16.515432,2.94,Algorab
12.498388,-56.52494,5.78,
12.499267,58.405742,5.37,
12.501868,69.201123,5.01,
12.504846,-23.696419,5.63,
12.516823,24.567168,5.47,
12.519429,-57.113212,1.59,Gacrux
12.527871,-59.423922,5.49,
12.53226,-63.505838,5.96,
12.53451,-16.196007,4.3,
12.536089,-73.001056,5.88,
12.541134,-72.132988,3.84,
12.543334,-13.859105,5.74,
12.558058,69.788238,3.85,
12.559516,-12.830203,5.58,
12.56081,33.247584,5.42,
12.562411,41.35748,4.24,Chara
12.562986,-9.452077,5.48,
12.573121,-23.396759,2.65,Kraz
12.578448,-44.673018,5.76,
12.578902,70.02177,4.95,
12.580857,22.629259,4.8,
12.585489,18.377058,5.03,
12.585602,21.881384,5.86,
12.595987,-41.021945,5.12,
12.600289,-39.869505,5.78,
12.613154,-5.831898,5.88,
12.616204,17.089536,5.7,
12.619739,-69.135564,2.69,
12.628409,-27.138888,5.41,
12.628394,-48.541304,3.85,
12.639557,1.854662,5.68,
12.650962,-30.422387,5.86,
12.652031,21.062559,5.49,
12.654102,-7.995564,4.66,
12.664594,-39.987302,4.63,
12.687765,-13.013901,5.17,
12.689723,-46.145581,5.84,
12.691971,-48.959888,2.2,
12.694345,-1.449375,2.74,Porrima
12.698071,10.235625,4.88,
12.699051,-59.685819,4.91,
12.699199,6.806617,5.57,
12.709858,-48.813109,4.66,
12.713965,-63.058624,5.27,
12.719221,-56.176224,5.99,
12.727236,-1.576996,5.91,
12.733481,-28.323957,5.46,
12.749852,39.278916,5.95,
12.752174,45.440256,5.42,La Superba
12.760294,7.673326,5.22,
12.76055,-60.981318,4.69,
12.771346,-68.108119,3.04,
12.772928,9.539684,5.65,
12.772981,-56.488815,4.62,
12.777433,16.577691,5.12,
12.779508,-33.315483,5.87,
12.788594,62.781155,5.88,
12.792873,66.790304,5.43,Tianyi
12.795359,-59.688764,1.25,Mimosa
12.807297,-27.597384,5.65,
12.810944,60.319822,5.83,
12.815059,14.122584,5.71,
12.81855,83.417832,5.92,
12.820496,83.412901,5.38,
12.821516,27.552379,5.76,
12.829154,-71.98626,5.55,
12.836321,37.516937,5.87,
12.844769,-33.999302,4.9,
12.849413,-52.787424,5.7,
12.854994,-60.329789,5.71,
12.861645,27.540712,4.93,
12.865815,-39.680431,5.99,
12.884502,-54.952473,5.91,
12.885258,-48.943315,4.33,
12.888263,21.244943,4.89,
12.889416,-60.328489,5.75,
12.890607,-40.178872,4.25,
12.896923,-60.376244,5.89,
12.900472,55.959821,1.76,Alioth
12.905879,-9.538994,4.77,
12.9099,-57.177924,4.03,
12.910251,-57.16867,5.08,
12.910889,-59.146701,4.62,
12.915702,47.196722,5.75,
12.916219,-85.123369,5.45,
12.916269,-44.151968,5.89,
12.922067,-42.915732,5.46,
12.924598,65.438474,5.23,Taiyi
12.926725,3.39747,3.39,Minelauva
12.932538,-56.835806,5.34,
12.933468,38.314912,5.61,
12.933807,38.31838,2.89,Cor Caroli
12.938221,54.099489,5.84,
12.942142,-72.185212,5.93,
12.951212,-51.198752,5.17,
12.982068,17.409446,4.76,
12.99431,-3.811926,5.79,
12.998665,66.597272,5.37,
13.004576,30.785021,4.88,
13.009985,-3.368488,5.99,
13.012125,56.366338,4.93,
13.019337,17.123147,5.97,
13.036278,10.95915,2.85,Vindemiatrix
13.037759,-71.548855,3.61,
13.051487,-71.475729,5.93,
13.059256,-49.527264,4.83,
13.062808,-20.583497,5.58,
13.095678,35.798899,5.2,
13.097853,45.26855,5.64,
13.104642,-48.463289,4.71,
13.106278,22.616187,5.53,
13.109743,-41.588443,5.59,
13.115069,-35.862033,5.63,
13.11518,-49.906246,4.27,
13.119646,27.624741,4.8,
13.123418,-59.86051,5.98,
13.127305,-53.459764,5.7,
13.131614,-10.740408,5.15,
13.135321,-65.306023,5.44,
13.142352,-8.984385,5.57,
13.150909,-23.11807,4.94,
13.153454,10.022468,5.79,
13.162578,-10.329327,5.95,
13.163291,16.848611,5.91,
13.165831,-5.53901,4.38,
13.166469,17.529431,4.32,Diadem
13.167563,38.498981,5.91,
13.185805,-42.232891,5.78,
13.189789,-43.368553,5.24,
13.197612,-69.942017,5.92,
13.197904,27.878183,4.23,
13.200901,-37.803022,4.85,
13.200984,-16.198601,5.04,
13.204892,-59.920579,4.58,
13.209145,11.556096,5.76,
13.21355,-66.226747,5.91,
13.223156,-50.699829,5.9,
13.228597,40.152885,4.94,
13.236361,-19.930947,5.31,
13.236699,-58.683937,5.91,
13.237578,-59.103235,4.9,
13.238153,-78.447454,5.84,
13.242023,11.331656,5.64,
13.245361,-48.957022,5.84,
13.25416,-67.894589,4.79,
13.258882,40.855199,5.77,
13.266322,-19.943103,5.21,
13.279588,9.424156,5.19,
13.281425,-31.506196,5.1,
13.286952,-66.783438,4.86,
13.2872,-43.979479,5.82,
13.287674,13.675751,5.33,
13.292379,40.572608,4.72,
13.293412,5.469869,4.78,
13.304034,49.682062,5.14,
13.306763,-18.311196,4.74,
13.307701,34.098304,5.81,
13.315359,-23.171512,2.99,
13.3386,40.150548,5.6,
13.343296,-36.712295,2.75,
13.343843,-52.747825,5.47,
13.349367,-46.880008,5.76,
13.361567,2.087243,5.69,
13.369358,5.154764,5.89,
13.371191,-52.182956,5.81,
13.377211,-60.988393,4.52,
13.383643,-17.735274,5.36,
13.388582,-4.924427,5.88,
13.398747,54.925362,2.23,Mizar
13.400128,-64.535668,4.52,
13.40923,-5.16401,5.76,
13.418522,23.854419,5.75,
13.418694,-74.887818,5.04,
13.419883,-11.161322,0.98,Spica
13.420413,54.987958,3.99,Alcor
13.420568,-64.485144,5.32,
13.430657,-70.627248,5.65,
13.435483,-39.755107,5.11,
13.435566,72.391476,5.82,
13.436504,-1.192471,5.97,
13.437943,46.028055,5.88,
13.445325,-12.707664,5.27,
13.448922,-41.497562,5.69,
13.449205,78.643869,5.74,
13.457546,-15.973578,4.76,
13.473837,13.778787,4.97,
13.474203,59.945787,5.4,
13.486945,10.81831,5.65,
13.490348,-51.165134,5.04,
13.517405,-39.407307,3.9,
13.532746,-6.255816,4.68,
13.543307,-28.692768,5.69,
13.547679,-15.363012,5.52,
13.549465,-10.165,5.21,
13.568698,55.348434,5.6,
13.56887,3.658967,4.92,
13.57425,49.015973,4.68,
13.577903,-13.214324,5.92,
13.57822,-0.59582,3.38,Heze
13.579943,37.182415,4.91,
13.592027,-5.396191,5.7,
13.61346,-26.495198,5.73,
13.616412,24.613297,5.72,
13.618339,-44.143203,5.96,
13.619731,71.242252,5.5,
13.62008,-61.691856,5.63,
13.623189,-46.427879,5.91,
13.624345,36.294898,4.82,
13.645021,-29.560867,5.81,
13.658472,52.921208,5.46,
13.659616,10.746269,5.57,
13.663488,-40.051708,5.61,
13.664796,-53.466394,2.29,
13.666622,-49.949956,5.74,
13.669656,-64.576553,5.79,
13.677909,19.955719,5.73,
13.678967,54.681634,4.63,
13.682257,-85.786043,5.56,
13.683986,22.495768,5.63,
13.691625,64.822411,5.85,
13.693549,-8.702984,5.03,
13.695775,-54.559425,4.99,
13.700307,-58.787078,5.38,
13.706379,82.752408,5.92,
13.71093,78.064437,5.91,
13.712063,34.989021,5.98,
13.715287,-41.401043,5.96,
13.717698,3.537903,5.35,
13.727802,-42.067521,5.96,
13.741618,-16.179072,5.55,
13.760249,-26.116009,5.81,
13.761471,-33.043721,4.23,
13.765644,-12.426528,5.5,
13.770435,41.088746,5.88,
13.771964,38.503626,5.92,
13.776573,54.432679,5.68,
13.777604,-51.432766,4.64,
13.778701,25.702236,5.97,
13.78232,-36.251933,5.15,
13.783277,38.542697,5.51,
13.78771,17.456906,4.5,
13.790386,-17.859839,5.41,
13.791005,-50.249291,5.92,
13.792354,49.313265,1.85,Alkaid
13.794052,-50.320682,5.46,
13.81076,31.190206,5.61,
13.824091,-34.450776,4.19,
13.824623,15.797905,4.05,
13.825078,-41.687709,3.41,
13.826943,-42.473732,3.47,
13.828564,21.264105,4.92,
13.829296,61.489313,5.97,
13.831191,-18.134168,4.96,
13.85256,34.664399,5.89,
13.857205,64.723272,4.58,
13.863117,-46.898666,5.77,
13.863174,-69.401258,5.73,
13.863188,34.44424,4.76,
13.863779,-32.994089,4.32,
13.868021,-52.81153,5.26,
13.886192,28.648131,5.91,
13.886817,-31.927612,4.75,
13.886925,17.932868,5.71,
13.892437,-35.664248,5.53,
13.895306,-53.373323,5.87,
13.897507,53.728677,5.7,
13.899234,-47.128164,5.83,
13.911411,18.397717,2.68,Muphrid
13.911707,-1.503125,5.16,
13.913646,-67.6521,5.74,
13.920042,-52.160822,5.66,
13.925667,-47.288375,2.55,
13.927493,-82.66619,5.95,
13.938837,-46.592948,5.82,
13.941077,1.050581,5.9,
13.942827,27.492082,5.02,
13.960809,-63.686696,4.71,
13.971186,-42.100753,3.83,
13.975319,-24.972249,5.2,
13.977479,21.696219,5.76,
13.977987,-44.803584,3.87,
13.988187,-50.369647,5.92,
14.000037,-25.010403,5.77,
14.014596,-66.26891,5.96,
14.022341,8.894906,5.98,
14.027443,1.544532,4.23,
14.028748,-45.603421,4.34,
14.039662,-27.429773,5.47,
14.057371,-56.213434,5.93,
14.063729,-60.373039,0.61,Hadar
14.073165,64.37585,3.67,Thuban
14.088903,-76.796752,5.69,
14.10077,-41.179633,4.36,
14.106193,-26.682361,3.25,
14.111395,-36.369954,2.06,Menkent
14.111896,-9.313515,5.46,
14.132154,43.854452,5.13,
14.138145,49.458167,5.26,
14.147498,77.547514,4.8,
14.159734,-51.504672,5.96,
14.165242,-53.438946,4.74,
14.173315,25.091677,4.82,
14.18069,-16.30203,4.93,
14.201122,69.432548,5.18,
14.20439,2.409433,4.99,
14.212785,-27.261186,5.07,
14.214929,-10.273702,4.18,Kang
14.221226,-53.665674,5.53,
14.224718,51.789965,4.53,
14.227997,-0.845463,5.89,
14.234773,12.959444,5.53,
14.245191,-41.837495,5.61,
14.247458,10.10061,5.29,
14.249208,-57.086126,5.03,
14.256691,-18.20069,5.53,
14.26103,19.18241,-0.05,Arcturus
14.266908,-6.000547,4.07,Syrma
14.269439,51.367231,4.75,
14.273074,46.088305,4.18,Xuange
14.277423,-66.587894,5.72,
14.291237,15.26338,5.84,
14.29995,35.509505,4.8,
14.303877,-81.00776,4.89,
14.310627,-18.715968,5.86,
14.316922,-25.815426,5.87,
14.318498,-13.371095,4.52,Khambalia
14.321188,13.004299,5.41,
14.323302,-37.002907,5.93,
14.323396,-46.058093,3.55,
14.325689,-2.265518,5.14,
14.329233,16.306948,4.84,
14.331002,-61.272972,5.22,
14.336029,-43.058843,5.55,
14.338763,-56.386497,4.3,
14.342623,-37.885295,4.05,
14.345159,-45.18706,4.78,
14.372145,-34.786792,5.57,
14.373108,-80.108945,5.06,
14.376971,-58.459117,4.76,
14.383956,-39.511819,4.41,
14.384942,-27.754017,4.78,
14.389638,8.446617,4.86,
14.396834,-53.176233,5.99,
14.400243,8.243969,5.94,
14.403151,5.820131,5.1,
14.413508,-24.80631,5.34,
14.418426,-68.195333,5.56,
14.419967,51.850744,4.04,
14.435619,-45.221424,4.56,
14.436336,-45.379276,4.33,
14.440935,19.2269,5.4,
14.448801,-83.667884,4.31,
14.451973,-65.821646,5.87,
14.453392,-46.134254,5.83,
14.458758,75.695993,4.25,
14.469564,-29.491638,4.97,
14.470038,-2.227957,4.81,Elgafar
14.477197,49.844851,5.58,
14.478256,-6.900536,5.42,
14.497366,0.828929,5.96,
14.502399,-45.321355,5.51,
14.505823,-49.519018,5.38,
14.519678,-38.869708,5.99,
14.521224,-67.717197,5.84,
14.5305,30.371437,3.57,
14.534636,38.308253,3.04,Seginus
14.541926,55.39801,5.74,
14.542374,22.260059,5.91,
14.543629,-50.457157,4.44,
14.558325,-52.679522,5.86,
14.559004,-54.998628,5.86,
14.577676,49.368354,5.74,
14.578,29.74513,4.47,
14.591786,-42.157824,2.33,
14.592079,-41.517436,5.88,
14.605288,-46.245451,5.55,
14.61226,-40.21158,5.74,
14.622266,-46.133439,5.39,
14.631454,-49.425828,4.05,
14.636837,43.64213,5.74,
14.637219,18.298379,5.9,
14.63756,54.023339,5.83,
14.647289,44.4045,5.39,
14.660346,-60.8383,1.35,Toliman
14.660765,-60.833976,-0.01,Rigil Kentaurus
14.678442,13.534325,5.93,
14.678768,16.418324,4.49,
14.683721,-36.134858,5.67,
14.68582,13.7283,3.78,
14.694097,8.161764,4.86,
14.695423,11.660662,5.55,
14.698823,-47.3882,2.3,
14.699332,-37.793498,4.01,
14.708492,-64.975138,3.18,
14.717673,-5.658207,3.87,
14.720431,-24.997753,5.7,
14.723712,26.52785,4.8,
14.727624,-35.173655,4.06,
14.72901,40.459254,5.72,
14.749778,-35.191826,4.92,
14.749784,27.074222,2.35,Izar
14.754017,16.96428,4.6,
14.754802,-62.875648,5.36,
14.75839,0.717271,5.68,
14.766691,-25.443181,5.15,
14.768319,15.131788,5.78,
14.768547,-23.153018,5.8,
14.770812,1.892885,3.73,
14.774724,-47.441116,5.74,
14.783694,-52.383518,5.22,
14.784747,-38.290639,5.9,
14.789599,-25.624267,5.61,
14.795779,-26.0875,5.23,
14.797701,-79.044751,3.83,
14.799322,-26.646155,5.76,
14.810569,-36.634697,5.89,
14.812377,-66.593563,5.91,
14.821853,46.116205,5.76,Merga
14.821874,-24.25147,5.68,
14.821959,-14.149022,5.32,
14.828143,48.720804,5.68,
14.832888,28.615832,5.8,
14.837723,23.911844,5.86,
14.838147,-27.960371,4.42,
14.838814,82.511944,5.63,
14.841577,37.272047,5.47,
14.844773,-15.997237,5.15,
14.845105,74.155505,2.07,Kochab
14.847977,-16.041778,2.75,Zubenelgenubi
14.850298,-2.29915,4.93,
14.856493,19.10046,4.54,
14.857362,59.293985,5.48,
14.860641,-43.575359,4.32,
14.876462,-63.809827,5.91,
14.880855,-37.80316,5.02,
14.887097,-73.190071,5.59,
14.905592,-24.642202,5.27,
14.906354,-11.898348,5.78,
14.910532,-33.300575,5.85,
14.926287,-60.114164,5.18,
14.929085,-33.855785,5.32,
14.937008,14.446266,5.9,
14.938123,-52.809548,5.38,
14.939724,49.628449,5.63,
14.942239,-47.879198,5.62,
14.945554,-62.781016,5.08,
14.946142,-11.409701,5.48,
14.953055,-4.346462,4.47,
14.953244,16.388128,5.72,
14.957765,-21.415475,5.72,
14.959236,-0.167612,5.51,
14.959743,65.93246,4.63,
14.964755,-76.662655,5.37,
14.975537,-43.13396,2.68,
14.977572,-27.657314,5.65,
14.98155,-11.144014,5.88,
14.986025,-42.104194,3.13,
14.989754,4.567761,5.91,
14.993598,39.265333,5.64,
15.003147,-77.16055,5.92,
15.016208,-8.518943,4.91,
15.020303,-38.058398,5.88,
15.022174,-2.754927,5.52,
15.024195,60.204453,5.91,
15.030255,-0.140295,5.71,
15.030754,-83.227646,5.65,
15.032436,40.390566,3.49,Nekkar
15.035119,-28.060611,5.83,
15.035141,25.008138,4.8,
15.048344,2.091303,4.39,
15.049799,-32.643294,5.45,
15.051683,35.205795,5.52,
15.063174,47.65406,4.83,
15.067839,-25.281965,3.25,Brachium
15.074098,26.947649,4.52,
15.079711,-83.038311,5.65,
15.08003,-64.03135,5.16,
15.085303,-47.051245,3.91,
15.088656,-41.067236,5.13,
15.090515,48.150972,5.59,
15.104638,54.556318,5.24,
15.109222,-30.918483,5.97,
15.110444,-16.256818,5.19,
15.121682,24.869195,4.93,
15.123874,-49.088612,5.77,
15.136703,-40.58393,5.75,
15.139939,26.301152,5.67,
15.143212,25.108635,5.82,
15.144223,-42.867921,5.85,
15.147394,-45.279857,4.07,
15.15831,-67.084133,5.76,
15.168702,-38.792511,5.98,
15.171843,-26.332621,5.75,
15.185777,-84.787812,5.88,
15.187773,-55.346032,5.45,
15.198918,-48.737819,3.88,
15.199363,-48.743687,5.7,
15.201184,18.976031,5.9,
15.203692,-19.79171,4.54,
15.20476,-52.099247,3.41,
15.213776,-44.500414,4.83,
15.231476,-26.193569,5.84,
15.235011,31.787845,5.98,
15.238658,-70.079476,5.75,
15.241435,29.164295,5.28,
15.2437,-31.519121,4.91,
15.243926,67.346722,5.15,
15.253154,4.939362,5.32,
15.258376,33.314833,3.46,
15.263633,0.372139,5.62,
15.264907,-48.073661,5.96,
15.267785,-41.491155,5.15,
15.273059,-22.399416,5.52,
15.276859,-60.903996,5.74,
15.282471,-60.957255,5.04,
15.283449,-9.382917,2.61,Zubeneschamali
15.284968,71.823901,5.02,
15.291917,-58.801208,4.07,
15.294136,-63.610465,4.85,
15.297178,-30.148673,4.35,
15.306807,20.572778,5.68,
15.307257,-0.461234,5.88,
15.308897,-47.875272,4.27,
15.313651,-60.496334,5.43,
15.315181,-68.679545,2.87,
15.315661,-40.788222,5.59,
15.321888,1.765408,5.04,
15.334763,51.958515,5.65,
15.335714,29.616209,5.51,
15.345483,71.834016,3.0,Pherkad
15.350554,0.715337,5.35,
15.352114,-5.824853,5.54,
15.356201,-40.647518,3.22,
15.36344,-36.261376,3.57,
15.363495,32.933695,5.38,
15.363507,-48.317628,5.65,
15.368975,-47.927792,4.99,
15.377014,62.047076,5.99,
15.377048,39.581463,5.56,
15.377341,63.341439,5.72,
15.378021,-44.689622,3.37,
15.385931,-36.858489,4.54,
15.386265,-60.657176,5.65,
15.38675,30.287812,4.99,
15.389625,-59.320787,4.48,
15.397844,-12.369501,5.72,
15.403303,-10.322266,4.92,
15.408181,37.377167,4.31,Alkalurops
15.412504,-39.710268,5.36,
15.415494,58.966065,3.29,Edasich
15.422285,-38.73362,4.6,
15.429832,15.428036,5.16,
15.437389,-68.309167,5.89,
15.438166,34.335996,5.46,
15.455037,-36.76756,5.46,
15.459193,-64.531504,5.71,
15.463818,29.105703,3.66,Nusakan
15.464287,60.670217,5.9,
15.470947,-16.716484,5.64,
15.477288,1.842081,5.15,
15.490075,-46.732704,5.26,
15.511223,-16.609464,5.82,
15.515488,40.833047,5.04,
15.515514,64.208693,5.74,
15.523619,77.349352,5.0,
15.525228,-73.389591,5.4,
15.529718,40.899332,4.98,
15.543528,-19.67046,5.5,
15.548673,-16.852844,5.53,
15.548829,31.359133,4.14,
15.549427,-1.186399,5.5,
15.567143,-40.066432,5.82,
15.569638,-10.064529,4.61,
15.574032,-9.183416,5.16,
15.577033,-28.046983,5.13,
15.578128,26.714693,2.22,Alphecca
15.580041,10.538867,3.8,
15.585681,-41.166757,2.8,
15.587476,39.010067,5.14,
15.587835,53.922144,5.97,
15.592105,-14.789537,3.91,Zubenelhakrabi
15.598126,-44.958389,4.55,
15.599182,54.630567,5.77,
15.603364,-44.396823,5.44,
15.608121,16.119085,5.93,
15.608216,10.010176,5.26,
15.612,-66.317037,4.11,
15.61707,-28.135079,3.6,
15.625562,54.508733,5.85,
15.62755,69.283344,5.65,
15.630011,-23.141698,5.79,
15.630441,40.353433,5.25,
15.634232,-42.567348,4.34,
15.637833,46.797751,5.76,
15.637855,-21.016327,5.82,
15.642833,50.423283,5.84,
15.64427,-29.777754,3.66,
15.647079,-52.372695,5.43,
15.648488,-19.301892,5.36,
15.656299,36.635812,4.64,
15.662772,-34.411926,4.66,
15.665726,-59.908338,5.95,
15.67136,-23.818078,4.97,
15.672598,-73.446685,5.64,
15.686505,-44.661205,4.64,
15.692516,19.670401,4.51,
15.696504,12.847528,5.34,
15.698527,-76.081959,5.95,
15.698532,18.464037,5.8,
15.699111,-19.678828,4.75,
15.710645,-37.424935,5.23,
15.711395,-34.710407,4.75,
15.712381,26.295637,3.81,
15.714107,52.360903,5.48,
15.721161,-84.465273,5.57,
15.73314,32.515807,5.57,
15.733839,2.515173,5.86,
15.734299,77.794493,4.29,
15.734556,-15.672834,5.41,
15.737798,6.425627,2.63,Unukalhai
15.739633,-41.819089,5.93,
15.756523,5.447315,5.57,
15.768233,-1.804193,5.39,
15.769793,15.421826,3.65,
15.77406,7.353073,4.42,
15.776337,55.474791,5.94,
15.777772,62.599557,5.19,
15.77895,-34.682454,5.61,
15.788144,14.115348,5.71,
15.793867,55.376627,5.85,
15.798078,-65.442291,5.54,
15.803696,13.789078,5.98,
15.80956,28.156749,5.89,
15.812327,18.141564,4.09,Gudja
15.815777,-3.818513,5.53,
15.82657,26.068394,4.59,
15.827002,-3.430208,3.54,
15.83264,-48.912408,5.86,
15.835304,-53.20977,5.78,
15.838207,2.196509,5.21,
15.846935,4.47773,3.71,
15.849316,-33.627165,3.97,
15.849652,-25.751295,4.63,
15.851891,-55.055533,5.74,
15.85387,35.657382,4.79,
15.854331,-3.090497,5.09,
15.85442,20.977919,4.74,
15.871269,55.826713,5.81,
15.877903,42.451518,4.6,
15.888905,-20.16704,5.04,
15.893533,-25.327142,4.59,
15.897093,-16.729293,4.13,
15.89831,-24.533157,5.38,
15.898851,-23.978094,5.41,
15.909615,20.310968,5.45,
15.910516,43.138567,5.35,
15.910981,-25.243741,5.87,
15.916768,-19.382926,5.95,
15.919083,-63.430727,2.83,
15.924891,-68.603001,5.11,
15.925023,-26.265993,5.63,
15.925166,42.566193,5.73,
15.925665,-60.177647,5.78,
15.929884,37.946958,5.43,
15.934982,-60.482477,5.76,
15.940882,15.661617,3.85,
15.948077,-29.214073,3.87,Iklil
15.948193,-33.966134,5.14,
15.948366,-33.964281,5.59,
15.954048,14.41448,5.54,
15.955924,-36.185344,5.78,
15.959794,26.87788,4.14,
15.96124,-20.98308,5.84,
15.963196,54.749762,4.96,
15.969825,-14.279358,4.95,
15.976352,-24.831488,5.43,
15.980865,-26.114105,2.89,Fang
15.982697,36.643773,5.61,
15.982821,-65.037585,5.74,
15.991743,-41.744436,4.99,
16.002036,-38.396706,3.42,
16.005447,-16.53335,5.47,
16.005557,-22.62171,2.29,Dschubba
16.013231,-8.411353,5.53,
16.014204,4.427363,5.82,
16.017412,33.303509,5.39,
16.020644,17.818397,5.1,
16.024047,29.851061,4.98,
16.031532,58.565251,4.01,
16.034877,52.915917,5.93,
16.038248,22.804454,4.82,
16.046634,46.036705,4.72,
16.053579,-49.229695,4.65,
16.055379,36.631787,5.79,
16.05573,-25.86524,4.96,
16.05672,-38.602541,4.9,
16.058718,76.793939,5.73,
16.058931,-57.775064,4.63,
16.076899,-37.862951,5.91,
16.09062,-19.805453,2.56,Acrab
16.09071,-19.80186,4.9,
16.098851,-72.400898,5.7,
16.101772,-23.606315,5.9,
16.105475,67.810134,5.44,
16.108176,-45.173185,4.73,
16.109874,-36.802288,4.22,
16.113452,-20.669192,3.93,
16.121168,-36.755676,5.72,
16.123424,-20.868764,4.31,
16.126782,-12.74541,5.75,
16.127094,9.891743,5.63,
16.134591,17.04698,5.0,Marsic
16.135439,-26.326679,5.35,
16.141132,8.53431,5.69,
16.145478,-23.685416,5.86,
16.146162,44.934906,4.23,
16.149529,36.490944,4.73,
16.149689,3.454475,5.93,
16.153115,6.378695,5.93,
16.155154,-57.934318,5.57,
16.164033,-3.466729,5.39,
16.164609,-33.545805,5.5,
16.180424,75.877563,5.48,
16.18391,-29.41622,5.09,
16.188256,-41.119803,5.86,
16.193899,23.494801,5.74,
16.196556,42.374569,5.89,
16.196682,36.425094,5.62,
16.199926,-19.460708,4.0,Jabbah
16.199997,-10.064253,4.93,
16.202032,-8.547576,5.43,
16.204456,-28.417305,5.67,
16.205057,-27.926372,4.58,
16.220953,5.021086,5.46,
16.222984,-55.540947,5.78,
16.224648,-54.630467,4.95,
16.230807,-11.837747,5.24,
16.239094,-3.694323,2.73,Yed Prior
16.239546,-33.011088,5.91,
16.24469,33.858613,5.23,
16.254257,-47.372021,5.13,
16.257297,-63.685682,3.86,
16.257955,18.808087,5.72,
16.260352,-8.369442,5.49,
16.263834,-57.91235,5.61,
16.278687,-53.811109,5.45,
16.279107,29.150261,5.8,
16.283593,-50.068122,4.97,
16.284849,-67.941285,5.95,
16.287595,59.755023,5.37,
16.291791,75.75533,4.95,
16.304973,-28.61402,4.8,
16.305358,-4.692511,3.23,Yed Posterior
16.316783,-14.872825,5.97,
16.319783,49.038159,5.93,
16.321568,-42.673965,5.44,
16.325758,-30.906716,5.53,
16.329011,46.313366,3.91,
16.330687,-50.155508,4.01,
16.33199,39.708584,5.48,
16.339119,-78.695745,4.68,
16.340345,-55.139706,5.76,
16.340795,-78.667496,5.27,
16.343939,-24.16932,4.55,
16.353143,-25.592796,2.9,Alniyat
16.363536,69.109391,5.26,
16.365338,19.15313,3.74,
16.367875,1.029039,4.82,
16.368287,30.891996,4.86,
16.372618,33.799052,5.2,
16.374444,-49.572354,5.32,
16.374741,-43.912051,5.89,
16.374783,33.703478,5.4,
16.396437,61.696461,5.67,
16.39986,61.514213,2.73,Athebyne
16.400355,-39.19298,5.37,
16.401718,-20.037327,4.48,
16.403008,6.948207,5.83,
16.407037,55.205096,5.75,
16.408821,-37.566044,5.42,
16.411046,-29.704663,5.4,
16.42338,37.394079,5.53,
16.423598,14.03327,4.57,Cujam
16.426422,-23.447178,4.57,
16.42874,78.963854,5.55,
16.450399,-18.456251,4.22,
16.453067,-47.554786,4.46,
16.462071,-7.597929,5.24,
16.463385,-8.371731,4.62,
16.465918,-64.057942,5.28,
16.4664,68.768137,4.94,
16.470685,-37.179881,5.79,
16.470881,-58.599795,5.67,
16.474422,-70.084401,4.9,
16.476106,0.665002,5.41,
16.477373,41.881677,4.83,
16.490128,-26.432002,1.06,Antares
16.495091,-46.243229,5.35,
16.496367,-14.550879,5.66,
16.503466,-25.115224,4.79,
16.503668,21.489613,2.78,Kornephoros
16.50932,20.479188,5.24,
16.513713,-61.633503,5.19,
16.515229,1.983923,3.82,Marfik
16.518991,-16.612733,4.29,
16.520398,22.195458,5.76,
16.523037,-34.704366,4.24,
16.528269,-41.817145,5.31,
16.529786,45.598281,5.61,
16.535611,-21.46639,4.45,
16.540463,60.823323,5.92,
16.543246,5.52122,5.63,
16.543415,11.488041,4.84,
16.557609,-78.897148,3.86,
16.568061,-44.045315,4.86,
16.568384,42.437041,4.2,
16.572044,-70.988097,5.5,
16.595775,-65.495399,5.5,
16.598043,-28.216016,2.82,Paikauhale
16.603113,46.613333,5.83,
16.603174,52.900048,5.53,
16.603812,52.924422,5.07,
16.605958,-2.324584,5.77,
16.606242,-35.255326,4.18,
16.606268,-42.858861,5.46,
16.619316,-10.56709,2.54,
16.633462,56.01554,5.28,
16.640637,-43.398426,5.83,
16.645794,48.928342,4.86,
16.651452,-37.21737,5.93,
16.677413,4.219789,5.77,
16.681978,64.589046,4.84,
16.688113,31.602726,2.81,
16.689004,-48.762957,5.57,
16.689756,-68.296123,5.89,
16.692884,-17.742167,4.91,
16.693527,26.91688,5.92,
16.694507,-49.651552,5.62,
16.695134,1.181231,5.74,
16.695961,-33.145759,5.84,
16.698247,-19.924377,5.55,
16.714933,38.922254,3.48,
16.718126,-77.517435,4.23,
16.71838,77.513973,5.99,
16.744374,-53.152313,5.96,
16.745165,-40.839675,5.64,
16.750053,-28.509657,5.99,
16.754946,56.781857,4.84,
16.756255,15.745289,5.6,
16.763859,8.582616,5.15,
16.766159,82.037262,4.21,
16.772563,-58.503595,5.74,
16.777779,-67.109691,5.1,
16.779989,-39.376962,5.48,
16.788795,-58.341441,5.55,
16.788818,42.238918,5.86,
16.796227,5.246746,5.22,
16.811077,-69.027715,1.91,Atria
16.820615,45.983323,4.82,
16.826294,13.261141,5.91,
16.82976,-59.041378,3.77,
16.830563,-10.783,4.64,
16.83608,-34.293232,2.29,Larawag
16.838717,7.247683,5.48,
16.844155,29.806538,5.73,
16.856925,1.215947,5.51,
16.859367,-41.230534,5.23,
16.862573,24.656433,5.03,
16.864509,-38.04738,3.0,Xamidimura
